"","id","days","last_scraped","host_since","room_type","bathrooms","bedrooms","price","number_of_reviews","review_scores_cleanliness","review_scores_location","review_scores_value","instant_bookable"
"26355",13239181,1055,"4/2/2017","5/13/2014","Private room",1,1,60,0,NA,NA,NA,"f"
"26356",13239693,780,"4/2/2017","2/12/2015","Entire home/apt",2,1,133,12,9,10,10,"f"
"26357",13239995,310,"4/2/2017","5/27/2016","Entire home/apt",2,2,500,29,10,10,9,"f"
"26358",13240737,309,"4/2/2017","5/28/2016","Private room",0.5,1,69,46,10,10,10,"f"
"26359",13242305,323,"4/2/2017","5/14/2016","Entire home/apt",2,3,347,4,10,10,9,"f"
"26360",13243328,309,"4/2/2017","5/28/2016","Entire home/apt",1,0,120,1,10,8,10,"f"
"26361",13243578,1294,"4/2/2017","9/16/2013","Shared room",2,1,30,22,10,10,10,"t"
"26362",13243615,1000,"4/2/2017","7/7/2014","Entire home/apt",1,0,79,0,NA,NA,NA,"f"
"26363",13243946,1463,"4/2/2017","3/31/2013","Entire home/apt",1,1,160,1,NA,NA,NA,"f"
"26364",13243973,1335,"4/2/2017","8/6/2013","Private room",1,1,95,3,NA,NA,NA,"f"
"26365",13244254,1231,"4/2/2017","11/18/2013","Entire home/apt",1,0,140,4,10,10,10,"f"
"26366",13245420,521,"4/2/2017","10/29/2015","Shared room",1,1,45,20,9,10,10,"f"
"26367",13245721,1234,"4/2/2017","11/15/2013","Entire home/apt",1,1,249,0,NA,NA,NA,"f"
"26368",13245886,309,"4/2/2017","5/28/2016","Private room",2,1,188,0,NA,NA,NA,"f"
"26369",13246042,2341,"4/2/2017","11/4/2010","Private room",1,1,68,19,8,9,9,"t"
"26370",13246052,377,"4/2/2017","3/21/2016","Private room",1,1,55,0,NA,NA,NA,"f"
"26371",13246804,1529,"4/2/2017","1/24/2013","Private room",1,1,80,51,10,10,10,"f"
"26372",13246879,309,"4/2/2017","5/28/2016","Private room",1,1,148,0,NA,NA,NA,"f"
"26373",13246985,844,"4/2/2017","12/10/2014","Private room",1,1,29,8,9,9,9,"f"
"26374",13247187,309,"4/2/2017","5/28/2016","Private room",1,1,50,1,10,10,10,"f"
"26375",13247203,914,"4/2/2017","10/1/2014","Private room",0,1,78,28,10,9,9,"f"
"26376",13247345,432,"4/2/2017","1/26/2016","Private room",2,2,33,11,10,9,10,"t"
"26377",13247385,949,"4/2/2017","8/27/2014","Private room",1,1,70,2,10,10,10,"t"
"26378",13247565,309,"4/2/2017","5/28/2016","Entire home/apt",1,1,150,8,10,9,9,"f"
"26379",13247579,1247,"4/2/2017","11/2/2013","Private room",1,1,34,2,10,10,10,"f"
"26380",13247674,620,"4/2/2017","7/22/2015","Private room",1,1,75,15,10,10,10,"f"
"26381",13248508,2111,"4/2/2017","6/22/2011","Private room",1,1,50,0,NA,NA,NA,"f"
"26382",13248565,309,"4/2/2017","5/28/2016","Entire home/apt",1,1,68,0,NA,NA,NA,"f"
"26383",13248672,914,"4/2/2017","10/1/2014","Private room",0,1,78,21,10,9,10,"f"
"26384",13248742,337,"4/2/2017","4/30/2016","Private room",1,1,79,2,8,10,10,"f"
"26385",13248968,1042,"4/2/2017","5/26/2014","Entire home/apt",1,1,125,6,9,9,9,"f"
"26386",13249407,1281,"4/2/2017","9/29/2013","Entire home/apt",1,2,109,8,10,10,10,"f"
"26387",13249656,1836,"4/2/2017","3/23/2012","Entire home/apt",1,1,140,32,10,9,10,"f"
"26388",13249788,835,"4/2/2017","12/19/2014","Private room",1,1,50,0,NA,NA,NA,"f"
"26389",13250153,309,"4/2/2017","5/28/2016","Entire home/apt",1,1,85,26,10,9,10,"f"
"26390",13250214,309,"4/2/2017","5/28/2016","Private room",1,1,65,0,NA,NA,NA,"f"
"26391",13250230,319,"4/2/2017","5/18/2016","Entire home/apt",2,2,349,25,10,10,10,"f"
"26392",13250303,629,"4/2/2017","7/13/2015","Private room",1,1,70,2,9,8,8,"t"
"26393",13250484,1227,"4/2/2017","11/22/2013","Entire home/apt",1,1,2500,4,10,10,9,"f"
"26394",13250660,309,"4/2/2017","5/28/2016","Entire home/apt",1,1,110,0,NA,NA,NA,"t"
"26395",13251068,1036,"4/2/2017","6/1/2014","Private room",1,1,125,0,NA,NA,NA,"f"
"26396",13251558,309,"4/2/2017","5/28/2016","Private room",1,1,100,0,NA,NA,NA,"f"
"26397",13251561,646,"4/2/2017","6/26/2015","Private room",1,1,55,28,10,10,10,"f"
"26398",13251869,864,"4/2/2017","11/20/2014","Private room",1,1,90,64,10,10,10,"t"
"26399",13252254,2413,"4/3/2017","8/25/2010","Entire home/apt",1,0,99,27,10,9,10,"t"
"26400",13254260,487,"4/3/2017","12/3/2015","Private room",1,1,36,0,NA,NA,NA,"f"
"26401",13254504,930,"4/2/2017","9/15/2014","Entire home/apt",1,1,240,1,10,10,10,"f"
"26402",13255119,308,"4/2/2017","5/29/2016","Entire home/apt",1,2,135,0,NA,NA,NA,"f"
"26403",13255330,749,"4/2/2017","3/15/2015","Private room",1,1,55,2,10,10,10,"f"
"26404",13256029,380,"4/2/2017","3/18/2016","Entire home/apt",1,1,359,4,10,10,10,"t"
"26405",13256322,1386,"4/2/2017","6/16/2013","Entire home/apt",1,1,250,0,NA,NA,NA,"f"
"26406",13256651,432,"4/2/2017","1/26/2016","Shared room",1,1,35,18,10,9,9,"f"
"26407",13258556,1500,"4/2/2017","2/22/2013","Entire home/apt",1,0,120,11,10,10,9,"f"
"26408",13258973,939,"4/2/2017","9/6/2014","Private room",1,2,59,17,9,9,9,"f"
"26409",13259442,1415,"4/2/2017","5/18/2013","Private room",1,1,80,54,9,10,10,"f"
"26410",13260699,308,"4/2/2017","5/29/2016","Entire home/apt",1,1,156,2,8,10,7,"f"
"26411",13261076,308,"4/2/2017","5/29/2016","Private room",1,1,50,5,10,9,10,"f"
"26412",13261498,308,"4/2/2017","5/29/2016","Entire home/apt",1.5,3,150,1,8,10,10,"f"
"26413",13261616,844,"4/2/2017","12/10/2014","Entire home/apt",1,1,120,0,NA,NA,NA,"f"
"26414",13261751,1062,"4/2/2017","5/6/2014","Shared room",1,1,88,16,9,9,9,"t"
"26415",13261898,1854,"4/2/2017","3/5/2012","Entire home/apt",1,1,174,1,6,10,8,"f"
"26416",13261922,1669,"4/2/2017","9/6/2012","Entire home/apt",1,1,200,1,8,10,8,"f"
"26417",13262082,994,"4/2/2017","7/13/2014","Private room",1,1,100,1,10,10,10,"f"
"26418",13262386,1372,"4/2/2017","6/30/2013","Private room",1,1,72,5,10,10,10,"f"
"26419",13262935,1280,"4/2/2017","9/30/2013","Private room",1,1,60,4,10,9,9,"t"
"26420",13264012,438,"4/2/2017","1/20/2016","Entire home/apt",1,0,110,3,10,10,10,"f"
"26421",13264054,1607,"4/2/2017","11/7/2012","Entire home/apt",1,1,80,0,NA,NA,NA,"t"
"26422",13264522,308,"4/2/2017","5/29/2016","Entire home/apt",1,2,350,40,9,9,9,"t"
"26423",13264690,624,"4/2/2017","7/18/2015","Private room",1,1,60,5,10,9,8,"f"
"26424",13264899,1586,"4/2/2017","11/28/2012","Private room",1,1,65,33,10,9,10,"t"
"26425",13265410,1296,"4/2/2017","9/14/2013","Shared room",1,1,120,23,10,10,10,"f"
"26426",13265459,603,"4/2/2017","8/8/2015","Entire home/apt",1,1,110,3,4,8,6,"f"
"26427",13265512,1184,"4/2/2017","1/4/2014","Private room",1,1,39,6,8,10,9,"f"
"26428",13265710,308,"4/2/2017","5/29/2016","Private room",1,1,70,4,10,9,10,"t"
"26429",13265829,1810,"4/2/2017","4/18/2012","Entire home/apt",1,1,45,11,8,8,9,"f"
"26430",13266202,1084,"4/2/2017","4/14/2014","Private room",1,1,60,2,7,9,7,"f"
"26431",13266298,2678,"4/2/2017","12/2/2009","Entire home/apt",1,1,87,2,10,10,9,"f"
"26432",13271323,1414,"4/2/2017","5/19/2013","Private room",1,1,65,20,10,9,9,"f"
"26433",13272022,842,"4/2/2017","12/12/2014","Private room",1,1,35,0,NA,NA,NA,"f"
"26434",13272041,1522,"4/2/2017","1/31/2013","Private room",1,1,100,4,9,9,9,"f"
"26435",13273660,307,"4/2/2017","5/30/2016","Private room",1,1,50,0,NA,NA,NA,"f"
"26436",13273903,1425,"4/2/2017","5/8/2013","Entire home/apt",1,0,150,5,10,10,10,"f"
"26437",13274310,2167,"4/2/2017","4/27/2011","Private room",1,1,108,5,10,10,10,"f"
"26438",13274366,1042,"4/2/2017","5/26/2014","Private room",1,1,75,1,10,8,8,"f"
"26439",13274705,1237,"4/2/2017","11/12/2013","Private room",1,1,50,0,NA,NA,NA,"f"
"26440",13274776,307,"4/2/2017","5/30/2016","Private room",2,1,100,0,NA,NA,NA,"t"
"26441",13274952,1181,"4/2/2017","1/7/2014","Private room",1,1,75,16,10,9,10,"t"
"26442",13274995,1749,"4/2/2017","6/18/2012","Entire home/apt",1,1,200,2,10,10,10,"f"
"26443",13275792,663,"4/2/2017","6/9/2015","Private room",1,1,99,25,10,10,10,"t"
"26444",13275896,328,"4/2/2017","5/9/2016","Private room",1,1,90,3,7,7,5,"t"
"26445",13276073,307,"4/2/2017","5/30/2016","Entire home/apt",1,3,275,10,10,10,10,"f"
"26446",13276227,328,"4/2/2017","5/9/2016","Private room",1,1,95,2,10,10,10,"t"
"26447",13276288,1744,"4/2/2017","6/23/2012","Private room",1,1,45,0,NA,NA,NA,"f"
"26448",13276320,307,"4/2/2017","5/30/2016","Private room",1,1,125,5,9,10,9,"t"
"26449",13276525,328,"4/2/2017","5/9/2016","Private room",1,1,90,5,9,9,9,"t"
"26450",13276614,309,"4/2/2017","5/28/2016","Private room",1,1,75,18,8,9,9,"f"
"26451",13276632,552,"4/2/2017","9/28/2015","Private room",1,1,56,1,NA,NA,NA,"f"
"26452",13276680,664,"4/3/2017","6/9/2015","Private room",1,1,69,20,10,10,10,"t"
"26453",13277919,1083,"4/2/2017","4/15/2014","Private room",1,1,75,2,10,10,10,"f"
"26454",13278125,901,"4/2/2017","10/14/2014","Entire home/apt",2,4,275,0,NA,NA,NA,"f"
"26455",13278166,980,"4/2/2017","7/27/2014","Private room",1,1,100,7,10,10,10,"f"
"26456",13278181,1403,"4/3/2017","5/31/2013","Entire home/apt",2,2,250,2,10,10,10,"f"
"26457",13278282,1085,"4/2/2017","4/13/2014","Entire home/apt",1,1,190,0,NA,NA,NA,"t"
"26458",13278449,307,"4/2/2017","5/30/2016","Shared room",1,1,50,12,10,10,10,"f"
"26459",13278590,307,"4/2/2017","5/30/2016","Entire home/apt",1,0,175,17,10,10,10,"f"
"26460",13278654,1330,"4/2/2017","8/11/2013","Entire home/apt",1,1,149,1,8,8,10,"f"
"26461",13278700,1339,"4/2/2017","8/2/2013","Private room",1,1,150,2,10,10,10,"t"
"26462",13279036,320,"4/2/2017","5/17/2016","Private room",2,1,50,2,NA,NA,NA,"t"
"26463",13279132,566,"4/2/2017","9/14/2015","Entire home/apt",1,1,138,1,8,10,10,"f"
"26464",13279591,742,"4/2/2017","3/22/2015","Entire home/apt",1,1,177,20,10,9,10,"f"
"26465",13279735,441,"4/2/2017","1/17/2016","Entire home/apt",3,2,399,0,NA,NA,NA,"f"
"26466",13279943,1344,"4/2/2017","7/28/2013","Entire home/apt",1,0,85,21,8,9,8,"t"
"26467",13280015,1721,"4/2/2017","7/16/2012","Entire home/apt",2,2,300,4,10,10,10,"f"
"26468",13280099,313,"4/2/2017","5/24/2016","Entire home/apt",1,0,95,0,NA,NA,NA,"f"
"26469",13280112,429,"4/2/2017","1/29/2016","Entire home/apt",1,1,160,7,10,9,10,"f"
"26470",13280197,632,"4/2/2017","7/10/2015","Shared room",1,1,37,2,6,6,8,"f"
"26471",13280459,307,"4/2/2017","5/30/2016","Entire home/apt",1.5,2,180,3,9,10,10,"f"
"26472",13280891,307,"4/2/2017","5/30/2016","Shared room",1,1,55,0,NA,NA,NA,"f"
"26473",13280923,308,"4/3/2017","5/30/2016","Private room",1,1,79,26,10,9,10,"f"
"26474",13281024,1695,"4/2/2017","8/11/2012","Private room",1,1,65,5,10,10,10,"f"
"26475",13281117,999,"4/2/2017","7/8/2014","Entire home/apt",1,1,162,5,10,10,10,"f"
"26476",13281280,1019,"4/2/2017","6/18/2014","Private room",1,1,85,6,9,10,10,"f"
"26477",13281460,1979,"4/3/2017","11/2/2011","Entire home/apt",1,1,97,0,NA,NA,NA,"f"
"26478",13281571,637,"4/2/2017","7/5/2015","Entire home/apt",1,0,200,0,NA,NA,NA,"f"
"26479",13281582,353,"4/2/2017","4/14/2016","Private room",1,1,45,5,6,8,7,"f"
"26480",13281809,1663,"4/3/2017","9/13/2012","Private room",1,1,75,0,NA,NA,NA,"t"
"26481",13281916,731,"4/2/2017","4/2/2015","Entire home/apt",1,2,350,7,10,10,10,"f"
"26482",13282281,307,"4/2/2017","5/30/2016","Shared room",1,1,150,0,NA,NA,NA,"f"
"26483",13282284,584,"4/2/2017","8/27/2015","Private room",1,1,85,3,10,10,10,"f"
"26484",13282385,983,"4/2/2017","7/24/2014","Entire home/apt",1,2,95,1,6,10,10,"f"
"26485",13282513,687,"4/2/2017","5/16/2015","Private room",1,1,95,4,9,8,10,"f"
"26486",13282553,898,"4/2/2017","10/17/2014","Entire home/apt",1,2,185,2,7,10,10,"f"
"26487",13282587,2139,"4/3/2017","5/26/2011","Private room",1,1,200,22,10,9,10,"f"
"26488",13282620,307,"4/2/2017","5/30/2016","Entire home/apt",1,1,200,0,NA,NA,NA,"t"
"26489",13282638,711,"4/2/2017","4/22/2015","Entire home/apt",1,1,68,4,10,10,10,"f"
"26490",13282684,307,"4/2/2017","5/30/2016","Entire home/apt",1,1,85,3,4,6,8,"f"
"26491",13282840,501,"4/2/2017","11/18/2015","Private room",1,1,89,18,9,9,9,"f"
"26492",13283548,2105,"4/2/2017","6/28/2011","Private room",1,1,49,2,10,10,9,"f"
"26493",13283578,1706,"4/2/2017","7/31/2012","Private room",1,1,95,4,9,8,8,"t"
"26494",13283633,335,"4/2/2017","5/2/2016","Private room",1,1,50,0,NA,NA,NA,"t"
"26495",13287347,2220,"4/2/2017","3/5/2011","Entire home/apt",1,1,145,60,10,10,10,"f"
"26496",13288854,1047,"4/2/2017","5/21/2014","Private room",1,1,65,2,10,10,10,"f"
"26497",13289155,662,"4/2/2017","6/10/2015","Private room",1,1,95,0,NA,NA,NA,"f"
"26498",13289643,307,"4/3/2017","5/31/2016","Entire home/apt",1,1,200,2,9,10,9,"f"
"26499",13289834,2490,"4/2/2017","6/8/2010","Entire home/apt",1,1,125,5,10,9,10,"f"
"26500",13290006,636,"4/2/2017","7/6/2015","Private room",1,1,50,0,NA,NA,NA,"f"
"26501",13291059,306,"4/2/2017","5/31/2016","Entire home/apt",1,1,131,0,NA,NA,NA,"t"
"26502",13291548,306,"4/2/2017","5/31/2016","Private room",1,1,100,0,NA,NA,NA,"f"
"26503",13291853,2053,"4/2/2017","8/19/2011","Entire home/apt",1,1,250,1,10,10,10,"f"
"26504",13292453,306,"4/2/2017","5/31/2016","Private room",1,1,120,2,10,10,9,"t"
"26505",13292687,306,"4/2/2017","5/31/2016","Private room",1,1,89,2,10,10,10,"f"
"26506",13292827,307,"4/3/2017","5/31/2016","Private room",1,1,100,38,9,10,9,"t"
"26507",13292877,306,"4/2/2017","5/31/2016","Entire home/apt",1,3,100,12,9,8,9,"t"
"26508",13292894,307,"4/3/2017","5/31/2016","Entire home/apt",2,2,190,6,7,8,9,"t"
"26509",13292993,753,"4/2/2017","3/11/2015","Entire home/apt",1,2,300,2,10,10,10,"f"
"26510",13293325,306,"4/2/2017","5/31/2016","Private room",1,1,95,0,NA,NA,NA,"t"
"26511",13293463,1199,"4/2/2017","12/20/2013","Private room",2,1,105,8,9,10,10,"t"
"26512",13293574,306,"4/2/2017","5/31/2016","Entire home/apt",1,1,95,2,10,8,10,"f"
"26513",13293823,306,"4/2/2017","5/31/2016","Entire home/apt",1,1,200,4,10,10,10,"f"
"26514",13294052,306,"4/2/2017","5/31/2016","Entire home/apt",1,0,367,7,7,7,8,"t"
"26515",13294137,306,"4/2/2017","5/31/2016","Entire home/apt",1,1,500,2,5,8,6,"f"
"26516",13294291,971,"4/2/2017","8/5/2014","Private room",1,1,68,6,8,10,10,"f"
"26517",13294817,539,"4/2/2017","10/11/2015","Entire home/apt",1,2,235,0,NA,NA,NA,"f"
"26518",13294856,613,"4/2/2017","7/29/2015","Private room",1,1,75,6,9,9,8,"t"
"26519",13294859,955,"4/2/2017","8/21/2014","Private room",1,1,80,0,NA,NA,NA,"f"
"26520",13295613,867,"4/2/2017","11/17/2014","Entire home/apt",2,1,325,2,10,10,10,"f"
"26521",13295693,1204,"4/2/2017","12/15/2013","Private room",1,1,55,13,10,10,10,"f"
"26522",13296349,306,"4/2/2017","5/31/2016","Private room",1,1,85,1,10,10,10,"f"
"26523",13296544,1727,"4/3/2017","7/11/2012","Entire home/apt",1,1,100,6,10,10,10,"f"
"26524",13296897,445,"4/2/2017","1/13/2016","Private room",1,1,93,3,10,10,9,"f"
"26525",13297711,534,"4/2/2017","10/16/2015","Private room",1,1,100,0,NA,NA,NA,"f"
"26526",13297765,596,"4/2/2017","8/15/2015","Entire home/apt",1,2,180,7,9,9,9,"f"
"26527",13298179,306,"4/2/2017","5/31/2016","Private room",1,1,75,16,9,10,9,"f"
"26528",13298515,922,"4/3/2017","9/24/2014","Entire home/apt",1,3,450,0,NA,NA,NA,"f"
"26529",13299243,306,"4/2/2017","5/31/2016","Entire home/apt",2,3,300,1,NA,NA,NA,"t"
"26530",13299532,677,"4/2/2017","5/26/2015","Entire home/apt",1,2,67,36,10,9,10,"f"
"26531",13299625,501,"4/2/2017","11/18/2015","Private room",1,1,40,2,9,10,10,"t"
"26532",13299663,809,"4/2/2017","1/14/2015","Private room",1,1,85,16,10,9,10,"f"
"26533",13299778,862,"4/2/2017","11/22/2014","Private room",1,1,85,1,4,8,8,"t"
"26534",13299818,1012,"4/2/2017","6/25/2014","Entire home/apt",1,1,150,0,NA,NA,NA,"f"
"26535",13299966,2135,"4/2/2017","5/29/2011","Entire home/apt",1,2,249,20,10,10,10,"f"
"26536",13300059,650,"4/2/2017","6/22/2015","Entire home/apt",1,0,70,25,10,10,10,"f"
"26537",13300113,311,"4/3/2017","5/27/2016","Private room",1,1,65,11,9,10,9,"t"
"26538",13300391,747,"4/2/2017","3/17/2015","Private room",1,1,80,4,9,9,8,"f"
"26539",13300501,1094,"4/2/2017","4/4/2014","Private room",1.5,1,70,14,8,8,9,"f"
"26540",13300548,306,"4/2/2017","5/31/2016","Private room",1,1,45,8,7,8,8,"f"
"26541",13300607,306,"4/2/2017","5/31/2016","Private room",1,1,53,3,7,7,7,"f"
"26542",13300633,310,"4/3/2017","5/28/2016","Entire home/apt",2,3,539,5,9,10,9,"f"
"26543",13300645,613,"4/2/2017","7/29/2015","Private room",1,1,83,6,10,10,10,"t"
"26544",13300747,306,"4/2/2017","5/31/2016","Private room",1,1,55,20,8,8,8,"f"
"26545",13300810,306,"4/2/2017","5/31/2016","Private room",1,1,78,14,7,7,8,"t"
"26546",13301454,1256,"4/3/2017","10/25/2013","Private room",1,1,90,0,NA,NA,NA,"f"
"26547",13301698,1050,"4/3/2017","5/19/2014","Private room",1,1,60,27,10,9,10,"f"
"26548",13303560,2680,"4/2/2017","11/30/2009","Private room",1,1,120,5,10,10,10,"f"
"26549",13303942,516,"4/2/2017","11/3/2015","Private room",2,1,50,0,NA,NA,NA,"f"
"26550",13305621,1987,"4/2/2017","10/24/2011","Entire home/apt",1,1,120,1,NA,NA,NA,"f"
"26551",13305931,1075,"4/2/2017","4/23/2014","Entire home/apt",1,1,110,3,8,10,9,"f"
"26552",13306081,649,"4/2/2017","6/23/2015","Private room",1,1,500,1,NA,NA,NA,"f"
"26553",13306156,650,"4/3/2017","6/23/2015","Private room",1,1,600,0,NA,NA,NA,"f"
"26554",13306428,1724,"4/2/2017","7/13/2012","Entire home/apt",1,0,189,0,NA,NA,NA,"f"
"26555",13306579,305,"4/2/2017","6/1/2016","Private room",1,1,60,2,NA,NA,NA,"f"
"26556",13307480,311,"4/2/2017","5/26/2016","Entire home/apt",1,1,150,17,10,10,10,"t"
"26557",13307501,696,"4/3/2017","5/8/2015","Entire home/apt",1,0,125,28,7,9,8,"t"
"26558",13307983,431,"4/2/2017","1/27/2016","Private room",1,1,87,13,9,10,10,"f"
"26559",13308110,1881,"4/2/2017","2/7/2012","Entire home/apt",1,1,149,13,9,10,9,"f"
"26560",13308276,306,"4/2/2017","5/31/2016","Entire home/apt",1,1,150,8,9,9,10,"f"
"26561",13308317,321,"4/2/2017","5/16/2016","Private room",1,1,80,0,NA,NA,NA,"t"
"26562",13308629,598,"4/2/2017","8/13/2015","Private room",1,1,75,1,8,10,10,"f"
"26563",13308892,309,"4/2/2017","5/28/2016","Entire home/apt",1,2,115,35,8,9,9,"t"
"26564",13309188,930,"4/2/2017","9/15/2014","Entire home/apt",1,1,195,1,10,8,6,"f"
"26565",13309259,689,"4/2/2017","5/14/2015","Private room",1,1,80,1,10,10,10,"f"
"26566",13309409,305,"4/2/2017","6/1/2016","Entire home/apt",1,1,250,8,10,10,10,"f"
"26567",13309432,1610,"4/2/2017","11/4/2012","Entire home/apt",1,1,200,8,10,10,10,"f"
"26568",13309588,1523,"4/2/2017","1/30/2013","Private room",1,1,96,12,10,10,9,"f"
"26569",13309667,1767,"4/2/2017","5/31/2012","Entire home/apt",1,0,225,21,10,10,10,"f"
"26570",13309707,989,"4/2/2017","7/18/2014","Private room",1,1,45,10,7,9,8,"f"
"26571",13309763,306,"4/2/2017","5/31/2016","Entire home/apt",1,1,450,12,9,10,9,"f"
"26572",13309996,741,"4/2/2017","3/23/2015","Private room",1,1,150,0,NA,NA,NA,"f"
"26573",13310597,1318,"4/2/2017","8/23/2013","Private room",1,1,65,6,9,10,10,"f"
"26574",13310654,1251,"4/2/2017","10/29/2013","Entire home/apt",1,0,200,7,10,10,10,"f"
"26575",13310999,305,"4/2/2017","6/1/2016","Private room",1,1,75,0,NA,NA,NA,"t"
"26576",13311019,305,"4/2/2017","6/1/2016","Entire home/apt",1,1,149,37,10,10,10,"f"
"26577",13311392,306,"4/2/2017","5/31/2016","Private room",1,1,60,4,10,10,10,"t"
"26578",13311896,664,"4/2/2017","6/8/2015","Private room",1,1,80,1,10,10,10,"f"
"26579",13312655,775,"4/2/2017","2/17/2015","Private room",1,1,51,0,NA,NA,NA,"t"
"26580",13312914,819,"4/2/2017","1/4/2015","Private room",2.5,1,75,0,NA,NA,NA,"f"
"26581",13312968,460,"4/2/2017","12/29/2015","Private room",1,1,79,0,NA,NA,NA,"f"
"26582",13312982,305,"4/2/2017","6/1/2016","Entire home/apt",1,1,114,7,10,10,10,"f"
"26583",13313377,613,"4/2/2017","7/29/2015","Private room",1,1,84,10,9,9,9,"t"
"26584",13313494,1536,"4/2/2017","1/17/2013","Private room",1,1,55,0,NA,NA,NA,"f"
"26585",13313528,1936,"4/2/2017","12/14/2011","Entire home/apt",1,3,155,0,NA,NA,NA,"f"
"26586",13313576,305,"4/2/2017","6/1/2016","Entire home/apt",1,1,172,3,10,10,10,"f"
"26587",13313777,836,"4/2/2017","12/18/2014","Entire home/apt",1,2,275,29,8,10,9,"f"
"26588",13313846,1536,"4/2/2017","1/17/2013","Private room",1,1,40,4,10,10,10,"f"
"26589",13314144,993,"4/2/2017","7/14/2014","Private room",1,1,50,1,10,10,10,"f"
"26590",13314169,1866,"4/2/2017","2/22/2012","Entire home/apt",1.5,3,275,34,9,8,9,"t"
"26591",13314206,1783,"4/2/2017","5/15/2012","Entire home/apt",1,1,100,1,10,8,8,"f"
"26592",13314442,662,"4/2/2017","6/10/2015","Private room",1,1,55,1,6,10,8,"f"
"26593",13314752,306,"4/2/2017","5/31/2016","Private room",1,1,78,15,10,9,10,"f"
"26594",13314758,1397,"4/2/2017","6/5/2013","Private room",1,1,150,0,NA,NA,NA,"f"
"26595",13315327,1059,"4/2/2017","5/9/2014","Entire home/apt",1,1,70,21,9,9,10,"f"
"26596",13315551,1316,"4/2/2017","8/25/2013","Entire home/apt",1,1,115,8,10,9,9,"f"
"26597",13315553,305,"4/2/2017","6/1/2016","Entire home/apt",1,2,300,11,9,10,9,"t"
"26598",13315940,1088,"4/2/2017","4/10/2014","Entire home/apt",1,1,180,1,10,10,10,"f"
"26599",13315967,305,"4/2/2017","6/1/2016","Entire home/apt",1,3,139,6,9,9,9,"f"
"26600",13316028,1416,"4/3/2017","5/18/2013","Private room",2,1,60,7,10,10,10,"f"
"26601",13316069,305,"4/2/2017","6/1/2016","Private room",1.5,1,30,3,10,10,10,"f"
"26602",13316073,1294,"4/2/2017","9/16/2013","Shared room",2,1,30,23,9,9,9,"t"
"26603",13316222,1294,"4/2/2017","9/16/2013","Shared room",2,1,25,23,9,9,9,"t"
"26604",13316290,1294,"4/2/2017","9/16/2013","Shared room",2,1,30,20,10,9,10,"t"
"26605",13316416,934,"4/2/2017","9/11/2014","Private room",1,1,58,0,NA,NA,NA,"f"
"26606",13316545,305,"4/2/2017","6/1/2016","Entire home/apt",1,1,77,1,8,10,10,"f"
"26607",13316577,1365,"4/2/2017","7/7/2013","Entire home/apt",1,1,150,1,10,10,10,"f"
"26608",13316683,1907,"4/2/2017","1/12/2012","Shared room",1,1,70,0,NA,NA,NA,"t"
"26609",13316988,1161,"4/2/2017","1/27/2014","Private room",1,1,67,1,10,10,10,"t"
"26610",13317371,1237,"4/2/2017","11/12/2013","Private room",1,1,72,7,9,10,10,"t"
"26611",13317969,432,"4/2/2017","1/26/2016","Private room",1,1,70,15,9,10,10,"f"
"26612",13318150,1329,"4/2/2017","8/12/2013","Private room",1.5,1,110,0,NA,NA,NA,"f"
"26613",13318239,305,"4/2/2017","6/1/2016","Private room",1,1,89,6,6,7,7,"f"
"26614",13318272,2438,"4/2/2017","7/30/2010","Private room",1,1,100,3,10,10,10,"f"
"26615",13318448,1060,"4/2/2017","5/8/2014","Entire home/apt",1,0,99,1,10,10,10,"f"
"26616",13318694,1325,"4/2/2017","8/16/2013","Private room",1,1,90,2,8,10,9,"f"
"26617",13318708,2126,"4/3/2017","6/8/2011","Shared room",1,1,60,1,10,NA,NA,"t"
"26618",13319327,1253,"4/3/2017","10/28/2013","Entire home/apt",1,0,120,0,NA,NA,NA,"f"
"26619",13319332,434,"4/2/2017","1/24/2016","Private room",1,1,50,11,10,9,10,"t"
"26620",13324319,1686,"4/3/2017","8/21/2012","Entire home/apt",1,1,450,0,NA,NA,NA,"f"
"26621",13324758,675,"4/3/2017","5/29/2015","Private room",1,1,65,0,NA,NA,NA,"t"
"26622",13325468,1275,"4/3/2017","10/6/2013","Entire home/apt",1,1,159,5,10,10,10,"f"
"26623",13325565,2169,"4/3/2017","4/26/2011","Private room",1,1,75,16,9,10,10,"f"
"26624",13325767,1192,"4/3/2017","12/28/2013","Private room",1,1,60,0,NA,NA,NA,"f"
"26625",13325886,1650,"4/2/2017","9/25/2012","Private room",1,1,45,0,NA,NA,NA,"f"
"26626",13325996,550,"4/3/2017","10/1/2015","Entire home/apt",1,0,170,4,8,8,8,"f"
"26627",13326299,305,"4/3/2017","6/2/2016","Private room",1,1,27,3,10,10,10,"f"
"26628",13326411,305,"4/3/2017","6/2/2016","Entire home/apt",1,2,140,55,9,10,9,"f"
"26629",13326584,642,"4/3/2017","7/1/2015","Private room",1,1,70,2,10,10,9,"f"
"26630",13326671,667,"4/3/2017","6/6/2015","Private room",1,1,40,0,NA,NA,NA,"f"
"26631",13326731,306,"4/3/2017","6/1/2016","Private room",1,1,49,12,10,9,10,"f"
"26632",13326890,305,"4/3/2017","6/2/2016","Entire home/apt",1,2,115,26,10,9,10,"f"
